yr_cleaned,start,era,era_cleaned,sub_era,sub-sub-era,event_cleaned,source_text,sub-key,type,y-key,pivot,source_cleaned
25000–5000 BBY,-25000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,c. 25000 – c. 5000 BBY,,"A rogue Jedi leads a group of Force users to seek greater power through embracing the dark side of the Force. They split from the Jedi Order during the schism known as the Hundred-Year Darkness, becoming the rivalling Sith. Defeated, they are exiled by the Jedi Order and flee from known space to Moraband."," Zygerrian in the Databank (backup link), Star Wars: Galaxy's Edge has official backstory elements that, though not directly published for the public, are officially canon details that can be obtained verbally from cast members working in the land.,  Sith in the Databank (backup link)",14,Canon,28,0,Other
25000 BBY,-25000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Ancient beginnings (c. 25000 BBY),,"In pursuit of the preservation of peace and justice, an individual who came to be known as the Prime Jedi founds the Jedi Order on Ahch-To.      Mosaic depiction of the Prime Jedi","Unlimited Power,  Star Wars Rebels on Facebook: Purrgil and the hyperspace (February 11, 2016). ""The purrgil didn't invent the technology, but inspired it. Much like how humans studied birds to achieve flight."" (backup link)",2,Canon,29,0,Rebels
25000 BBY,-25000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Ancient beginnings (c. 25000 BBY),,"The Dai Bendu, the religious group that would be attributed with the first holocrons, exists as the would-be precursor to the Jedi Order.","Thrawn Ascendancy: Chaos Rising states that the Galactic Republic fought against the Sith Empire. As the Empire was destroyed by the time of the modern Republic's founding per Star Wars Propaganda: A History of Persuasive Art in the Galaxy, and the Republic that existed prior to the Sith's fall is referred to as the Old Republic by Star Wars Propaganda, it can be found that the Old Republic was the Galactic Republic, only that the government of the time before the Sith's fall came to be commonly known as the Old Republic.",1,Canon,30,0,Other
25000 BBY,-25000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Ancient beginnings (c. 25000 BBY),,The Galactic Republic is formed.," Star Wars Rebels on Facebook: Purrgil and the hyperspace (February 11, 2016). ""The purrgil didn't invent the technology, but inspired it. Much like how humans studied birds to achieve flight."" (backup link), The Star Wars Book",0,Canon,31,0,Rebels
25000 BBY,-25000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Ancient beginnings (c. 25000 BBY),,"Shortly after the founding of the Jedi Order, the world Ilum is discovered by a Jedi scout through Force-assisted hyperspace navigation, and is eventually identified by survey teams as a source of kyber crystals, news of which leads to the lockdown of Ilum on the orders of the Jedi High Council.",Star Wars Jedi: Fallen Order,3,Canon,32,0,Other
25000–5000 BBY,-25000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,c. 25000 – c. 5000 BBY,,The carbonite mines of the Empress Teta system are conquered by a group known as the Krath.,Doctor Aphra 33,27,Canon,33,0,Other
"24,500 BBY",-24500,Expansionist Era,Expansionist Era,0,,"The First Great Schism erupts in the Core Worlds between the Jedi Order and the Legions of Lettow, members of the Jedi Order who seek to use the dark side against the Order's wishes. The Legions' leader Xendor originally asked for permission to create an academy for the study of Force techniques outlawed by the Jedi, and after their refusal he founded the Legions on Lettow—prompting the Order to declare war on them.",The Essential Guide to Warfare,0,Legends,1,1,Other
"24,500 BBY",-24500,Expansionist Era,Expansionist Era,0,,"The Schism sees Xendor's death at Columus, and the conflict ends not long afterwards as the Order invaded Lettow.",The Essential Guide to Warfare,1,Legends,2,1,Other
"24,000 BBY",-24000,Expansionist Era,Expansionist Era,0,,"The Tionese War begins: the Tionese unite as the Honorable Union of Desevro & Tion and attack the Republic, storming down the Perlemian. The Republic begins producing warships at Core shipyards, but the Tionese push into the heart of the Republic and bomb numerous worlds. The Republic ultimately repels the Tionese with a desperate counterattack by numerous Core systems, sparking a series of offensives and counteroffensives that last around a century.",The Essential Guide to Warfare,0,Legends,1,0,Other
"23,900 BBY",-23900,Expansionist Era,Expansionist Era,0,,"The Tionese War comes to an end as the Republic devastates the worlds of the Tion Cluster, though the Republic's sterilization of Desevro prompts the Jedi to break with the Republic.",The Essential Guide to Warfare,0,Legends,1,1,Other
"23,900 BBY",-23900,Expansionist Era,Expansionist Era,0,,"The Republic negotiates with the Jedi, who eventually agree to serve as the Republic's watchmen.",The Essential Guide to Warfare,1,Legends,2,1,Other
"23,643 BBY",-23643,Expansionist Era,Expansionist Era,0,,"The planet Uphrades experiences a period of significant volcanic activity, resulting in especially fertile soil tens of thousands of years later."," Star Wars: The Old Republic—Jedi Knight Mission: ""Uphrades"" on Uphrades",0,Legends,1,0,Other
"22,800 BBY",-22800,Expansionist Era,Expansionist Era,0,,"A Jedi scout follows the Force's call into the Unknown Regions, discovering the crystal world of Ilum. Ilum soon becomes an important religious world for the Jedi Order.",The Essential Atlas,0,Legends,1,1,Other
"22,000 BBY",-22000,Expansionist Era,Expansionist Era,0,,The planet Nubia is settled.,Coruscant and the Core Worlds,0,Legends,1,0,Other
21019 BBY,-21019,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Ancient beginnings (c. 25000 BBY),,"The Blood Court is established on Thisspias, the site of many battles during the Great Manifest Period.","Thrawn Ascendancy: Chaos Rising states that the Galactic Republic fought against the Sith Empire. As the Empire was destroyed by the time of the modern Republic's founding per Star Wars Propaganda: A History of Persuasive Art in the Galaxy, and the Republic that existed prior to the Sith's fall is referred to as the Old Republic by Star Wars Propaganda, it can be found that the Old Republic was the Galactic Republic, only that the government of the time before the Sith's fall came to be commonly known as the Old Republic.",0,Canon,1,1,Other
"20,100 BBY",-20100,Expansionist Era,Expansionist Era,0,,"By this time, most of the Colonies and the Inner Rim have been settled.",The Essential Atlas,0,Legends,1,0,Other
"20,000 BBY",-20000,Great Manifest Period,Great Manifest Period,0,,Roni von Wasaki is born. (Approximate date),"The article ""Disturbance in the Force"" states that Roni von Wasaki was active in the frontier regions of the galaxy more than 20,000 years before the destruction of the first Death Star. This places his birth and period of activity at sometime prior to 20,000 BBY, as the first Death Star was destroyed in the Battle of Yavin in 0 BBY, according to The Essential Chronology. As established by The Essential Atlas, the period of galactic history between 25,000 BBY and 20,000 BBY is known as the Expansionist Period.",0,Legends,1,1,Other
"20,000 BBY",-20000,Great Manifest Period,Great Manifest Period,0,,The planet Metellos attempts to establish a hyperlane known as the Metellos Trade Route that connects it with Coruscant and points westward to Orooturoo.,Coruscant and the Core Worlds,1,Legends,2,1,Other
"20,000 BBY",-20000,Great Manifest Period,Great Manifest Period,0,,"The Great Manifest Period begins, sparking an era of expansion for the Galactic Republic and the widespread colonization of the Slice.",The Essential Atlas,2,Legends,3,1,Other
"20,000 BBY",-20000,Great Manifest Period,Great Manifest Period,0,,Etti IV is settled by Republic dissidents fleeing corruption in the Core Worlds. (Approximate date),The Essential Atlas,3,Legends,4,1,Other
"19,997 BBY",-19997,Great Manifest Period,Great Manifest Period,0,,"The planet Neona undergoes a dramatic climate change that submerges the planet's surface, driving the native species to extinction.",Lords of the Expanse,0,Legends,1,0,Other
"19,000 BBY",-19000,Great Manifest Period,Great Manifest Period,0,,"The planet Kamino undergoes abrupt climate change, which causes the planet's glacial reserves to melt; all of Kamino's landmasses will be completely submerged within two hundred years.",The Essential Atlas,0,Legends,1,1,Other
"18,780 BBY",-18780,Great Manifest Period,Great Manifest Period,0,,"The Shawken Spire, a massive spire that touches low orbit and was constructed over the course of nine thousand years, is destroyed.",The Essential Atlas,0,Legends,1,0,Other
"18,000 BBY",-18000,Great Manifest Period,Great Manifest Period,0,,The Bureau of Ships and Services has been formed by this time.,The Essential Atlas,0,Legends,1,1,Other
"17,018 BBY",-17018,The Indecta Era,The Indecta Era,0,,The Indecta Era begins.,The Essential Guide to Warfare,0,Legends,1,0,Other
"17,018 BBY",-17018,The Indecta Era,The Indecta Era,0,,"The First Alsakan Conflict begins, sparking fourteen thousand years of conflict between Alsakan and Coruscant. Alsakan leads its supporters, the Axis worlds, in blocking the Grand Companies of the Spin from expanding south, and the trading conglomerates are backed by Duros merchant barons and the Coruscant-dominated Republic.",The Essential Guide to Warfare,1,Legends,2,0,Other
"17,018 BBY",-17018,The Indecta Era,The Indecta Era,0,,Republic forces conquer the planet Virujansi.,The Essential Guide to Warfare,2,Legends,3,0,Other
"17,012 BBY",-17012,The Indecta Era,The Indecta Era,0,,Alsakani forces liberate Virujansi.,The Essential Guide to Warfare,0,Legends,1,1,Other
"17,000 BBY",-17000,The Indecta Era,The Indecta Era,0,,"Rogue Arkanian scientists transplant a number of Xexto to the Quermia system, where they terraform the planet Quermia into a paradise and genetically manipulate the Xexto, resulting in the evolution of the Quermian species.",Power of the Jedi Sourcebook,0,Legends,1,0,Other
"16,921 BBY",-16921,The Indecta Era,The Indecta Era,0,,"The Battle of Kes, the only direct armed conflict between the Republic and Alsakan during the early Alsakan Conflicts, occurs.",The Essential Guide to Warfare,0,Legends,1,1,Other
"16,820 BBY",-16820,The Indecta Era,The Indecta Era,0,,The First Siege of Porus Vida occurs.,The Essential Guide to Warfare,0,Legends,1,0,Other
"16,800 BBY",-16800,The Indecta Era,The Indecta Era,0,,The Siege of Belasco occurs.,The Essential Guide to Warfare,0,Legends,1,1,Other
"16,782 BBY",-16782,The Indecta Era,The Indecta Era,0,,The Celebratus Archive is founded on the planet Obroa-skai.,The Essential Atlas,0,Legends,1,0,Other
"16,700 BBY",-16700,The Indecta Era,The Indecta Era,0,,The First Alsakan Conflict ends as the Bureau of Ships and Services forces a peace—the Bureau threatens to withhold access to the hyperspace beacons.,The Essential Guide to Warfare,0,Legends,1,1,Other
"16,200 BBY",-16200,The Indecta Era,The Indecta Era,0,,The Second Alsakan Conflict begins.,The Essential Guide to Warfare,0,Legends,1,0,Other
"16,100 BBY",-16100,The Indecta Era,The Indecta Era,0,,The Second Siege of Porus Vida occurs.,The Essential Guide to Warfare,0,Legends,1,1,Other
"16,000 BBY",-16000,The Indecta Era,The Indecta Era,0,,The Second Alsakan Conflict's Gizer Campaign occurs.,The Essential Guide to Warfare,0,Legends,1,0,Other
"15,600 BBY",-15600,The Indecta Era,The Indecta Era,0,,"The Core Campaigns, part of the Second Alsakan Conflict, take place.",The Essential Guide to Warfare,0,Legends,1,1,Other
"15,500 BBY",-15500,The Indecta Era,The Indecta Era,0,,"The Duinuogwuin Contention: Republic scouts encounter the Duinuogwuin, or Star Dragons, near Murkhana and incur the leviathans' wrath. The Star Dragons attack Coruscant, sparking mass panic, but Supreme Chancellor Fillorean contacts the attackers and, upon discovering they are sentient, negotiates a peace with the philosopher Borz'Mat'oh.","The Essential Guide to Warfare, Coruscant and the Core Worlds",0,Legends,1,0,Other
"15,500 BBY",-15500,The Indecta Era,The Indecta Era,0,,Fillorean and Borz'Mat'oh collaborate to found the University of Coruscant.,Coruscant and the Core Worlds,1,Legends,2,0,Other
"15,480 BBY",-15480,The Indecta Era,The Indecta Era,0,,The Strontium Raid on Abhean occurs.,The Essential Guide to Warfare,0,Legends,1,1,Other
"15,400 BBY",-15400,The Indecta Era,The Indecta Era,0,,The Second Alsakan Conflict comes to an end.,The Essential Guide to Warfare,0,Legends,1,0,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,The Anomids of Yablari join the Republic.,Ultimate Alien Anthology,5,Legends,1,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,The Kymoodon Era begins.,The Essential Atlas,6,Legends,2,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,"The Hutt Cataclysms come to an end; by this time, the Hutt homeworld of Varl and the other colony worlds are lifeless wastes, forcing the Hutts to relocate to Evocar.",The Essential Atlas,4,Legends,3,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,The Galactic Senate heeds calls for the reestablishment of the Republic Navy.,The Essential Guide to Warfare,7,Legends,4,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,"The Aquala and Quara species fight a civil war, but unite when an offworld exploratory vessel lands on Ando. The united Aqualish species kill the explorers and take their ship, learning to reproduce it.",The Essential Guide to Alien Species,2,Legends,5,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,"A few decades later, the Aqualish embark on a campaign of conquest, but are quickly stopped by the Republic.",The Essential Guide to Alien Species,1,Legends,6,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,"Dahrtag, later known more commonly as Necropolis, is first settled by a religious order who are appalled by the way that Core cultures have grown more similar to each other. They set aside parts of the world for each culture, and invite any culture to inter their dead on the planet in their specific tradition.",Alien Anthology,0,Legends,7,1,Other
"15,000 BBY",-15000,Kymoodon Era,Kymoodon Era,0,,"The Cremlevian War, which sees the Yuuzhan Vong conquer many of the planets in their galaxy before turning on themselves, comes to an end, and their homeworld Yuuzhan'tar strips the species of their ability to use the Force.",The New Essential Guide to Alien Species,3,Legends,8,1,Other
"14,743 BBY",-14743,Kymoodon Era,Kymoodon Era,0,,The Herglic Crush occurs; one of the casualties of the event is the Caliginous Automaton on the planet Tomo-Reth.,The Essential Atlas,0,Legends,1,0,Other
