time,yr_cleaned,event,era,sub_era,start,y-key
"10,000 BBY","10,000 BBY",The planet New Plympto and its Nosaurian inhabitants are discovered by Corellian traders. (Approximate date)[33],Ductavis Era,0,-10000,4
"10,000 BBY","10,000 BBY","The Kumauri Empire comes into conflict with the Republic, deploying planet-busting battleships with mass drivers, though they are defeated. (Approximate date)[31]",Ductavis Era,0,-10000,5
"10,000 BBY","10,000 BBY",Ammuud is settled as a religious retreat by colonists from Thokos. (Approximate date)[1],Ductavis Era,0,-10000,6
9757 BBY,9757 BBY,The Republic rocket-jumpers participate in the Second Herglic Feud.[41],Ductavis Era,0,-9757,0
9400s BBY,9400s BBY,Planetary shielding begins to see widespread use across the galaxy.[31],Ductavis Era,0,-9400,0
9349 BBY,9349 BBY,The Korden family officially becomes the noble House Korden.[40],Ductavis Era,0,-9349,0
9200s BBY,9200s BBY,Planetary turbolasers are first commonly deployed around this time.[31],Ductavis Era,0,-9200,0
9000 BBY,9000 BBY,Jiroch-Reslia joins the Galactic Republic. (Approximate date)[44],Rianitus Period,0,-9000,0
9000 BBY,9000 BBY,The Rianitus Period begins.[1],Rianitus Period,0,-9000,1
8000 BBY,8000 BBY,Beginning of the Meri-Teltior War.,Subterra Period,0,-8000,0
8000 BBY,8000 BBY,The planet Malastare becomes a member of the Galactic Republic.[1],Subterra Period,0,-8000,1
8000 BBY,8000 BBY,Elrood is colonized by the Galactic Republic.[45],Subterra Period,0,-8000,2
8000 BBY,8000 BBY,Goroth Prime is discovered by Corellian pirates.[2],Subterra Period,0,-8000,3
8000 BBY,8000 BBY,"The star Colu expands, swallowing the planet Clak'dor I. (Approximate date)[22]",Subterra Period,0,-8000,4
8000 BBY,8000 BBY,The Subterra Period begins.[1],Subterra Period,0,-8000,5
7811 BBY,7811 BBY,"The Waymancy Storm occurs—a conflict between the Galactic Republic and the Waymancy Hollow, the government of Waymancy. The victorious Republic reverse-engineered the Sisters of the Machinesmith's power generator technology to develop far more powerful turbolaser weaponry.[31]",Subterra Period,0,-7811,0
7700s BBY,7700s BBY,"The Verpine master crafter Lyns Skutroo pioneers the squintpipe process for power generators, having reverse-engineered the Waymancy Storm technology. As a result, shielding technology become important in combat, evolving from simply protection against environmental phenomena.[31]",Subterra Period,0,-7700,0
7500s BBY,7500s BBY,Further refinement of the squintpipe process allows for increases in shield power and regeneration.[31],Subterra Period,0,-7500,0
7348 BBY,7348 BBY,The Twelve Kingdoms Era of the Expanse comes to an end as the warlord Shey Tapani begins the Unification War to unite the worlds of the region.[35],Subterra Period,0,-7348,0
7328 BBY,7328 BBY,"The Unification War ends at the battle of Shindra's Veil, and Shey Tapani unites the Expanse under the banner of the Tapani Empire. He establishes his new government on Procopia, and also dedicates the Shey Tapani University on Estalle Island shortly after the Empire's founding.[35]",Subterra Period,0,-7328,0
7308 BBY,7308 BBY,"The Tapani Empire establishes a university system on the planet Mrlsst, which was recently discovered by Republic and Tapani scouts.[35]",Subterra Period,0,-7308,0
7003 BBY,7003 BBY,The Second Great Schism occurs as a number of Dark Jedi split from the Jedi Order.[46],Subterra Period,0,-7003,0
7000 BBY,7000 BBY,The Sith library Veeshas Tuwan is established on Arkania.[4],Manderon Period,0,-7000,0
7000 BBY,7000 BBY,"The Taung Mandalore the First leads his followers from the planet Roon to a new world, which his followers rename Mandalore in his honor. (Approximate date)[1]",Manderon Period,0,-7000,1
7000 BBY,7000 BBY,The Meri-Teltior War ends. (Approximate date),Manderon Period,0,-7000,2
7000 BBY,7000 BBY,Trandosha joins the Galactic Republic.,Manderon Period,0,-7000,3
7000 BBY,7000 BBY,Dathka Graush initiates a period of civil war on Korriban[1] upon ascending to the throne.[47],Manderon Period,0,-7000,4
7000 BBY,7000 BBY,The Manderon Period begins.[1],Manderon Period,0,-7000,5
7000 BBY,7000 BBY,The Hundred-Year Darkness begins in the aftermath of the Second Great Schism.[19],Manderon Period,0,-7000,6
7000 BBY,7000 BBY,"Republic scouts discover the Quermian system, where the Quermians have settled numerous worlds; within a few decades, the Quermians are active participants in the galactic community.[38]",Manderon Period,0,-7000,7
6950 BBY,6950 BBY,Dathka Graush's reign comes to an end with his death at the hands of assassins.[47],Manderon Period,0,-6950,0
6900 BBY,6900 BBY,The Hundred-Year Darkness comes to an end with the Battle of Corbos. The defeated Dark Jedi are exiled from the Republic.[1],Manderon Period,0,-6900,0
6900 BBY,6900 BBY,"The Exiles discover the Sith Empire on Korriban, which they quickly conquer and transform into a Force-using magocracy.[1]",Manderon Period,0,-6900,1
6900 BBY,6900 BBY,Ajunta Pall becomes the first Dark Lord of the Sith.,Manderon Period,0,-6900,2
6740 BBY,6740 BBY,The crystal world of Mygeeto is discovered by the Republic.[1],Manderon Period,0,-6740,0
6700s BBY,6700s BBY,"The Mandalorians drive the Fenelar species to extinction after raiding the planet Fenel, and they arm themselves with Fenelar technology.[31]",Manderon Period,0,-6700,0
6100 BBY,6100 BBY,The planet Saleucami is first colonized.[1],Manderon Period,0,-6100,0
6100s BBY,6100s BBY,The planet Tlön is depopulated and its surface largely incinerated by this time after centuries of conflict between the Mandalorians and the Tlönians.[31],Manderon Period,0,-6100,1
6000 BBY,6000 BBY,Intelligent life appears on the planet Altiria in the form of the Altiri and Anarrians.[18],Manderon Period,0,-6000,0
6000 BBY,6000 BBY,The planet Ession has been settled by this time.[1],Manderon Period,0,-6000,1
5975 BBY,5975 BBY,"The planet Dorin, home of the Kel Dor, joins the Republic.[19]",Manderon Period,0,-5975,0
5500 BBY,5500 BBY,"The Corellian Trade Spine is fully established, extending the ancient hyperroute that links Corellia and Duro all the way out to the edge of the galaxy.[1]",Manderon Period,0,-5500,0
5500 BBY,5500 BBY,"The Rimma Trade Route is established by Sullustan pilots and Givin theorists, ushering in widespread colonization of the southern galaxy.[1]",Manderon Period,0,-5500,1
5451 BBY,5451 BBY,The Pathandr Fury occurs as the Mandalorian Crusaders raid Republic settlements.[31],Manderon Period,0,-5451,0
5300 BBY,5300 BBY,The Jedi Order establishes a training center on the planet Mustafar.[1],Manderon Period,0,-5300,0
5130s BBY,5130s BBY,"The Nakat Incursions, a border conflict instigated by the Mandalorians, occurs.[31]",Manderon Period,0,-5130,0
5103 BBY,5103 BBY,"The child Tenebrae kills his father, Lord Dramath, and embarks on a conquest of Nathema.[48]",Manderon Period,0,-5103,0
5100 BBY,5100 BBY,"Dark Lord of the Sith Marka Ragnos appoints Tenebrae ruler of Nathema, granting him the title of Lord Vitiate.[48]",Manderon Period,0,-5100,0
5010 BBY,5010 BBY,"Teta ascends to the throne of the planet Koros Major, and soon begins the Unification Wars in an attempt to unite the seven worlds of the Koros system under her rule.[1]",Manderon Period,0,-5010,0
5000 BBY,5000 BBY,"Sadow's forces are ultimately driven back when his forces are revealed to be largely illusions, and Sadow flees back to the Sith Empire, where he is confronted by Ludo Kressh.[1]",Post-Manderon period,0,-5000,0
5000 BBY,5000 BBY,The Manderon Period ends.[1],Post-Manderon period,0,-5000,1
5000 BBY,5000 BBY,"The Great Hyperspace War—a galactic conflict between the Galactic Republic and the Sith Empire—erupts when two young hyperspace scouts, Gav and Jori Daragon, accidentally make contact with the Sith.[1]",Post-Manderon period,0,-5000,2
5000 BBY,5000 BBY,"Marka Ragnos dies, prompting a duel between the rival Sith Lords Ludo Kressh and Naga Sadow, who both seek to succeed Ragnos. As Ragnos's spirit looks on, Sadow emerges victorious and is anointed the new Dark Lord of the Sith.[49]",Post-Manderon period,0,-5000,3
5000 BBY,5000 BBY,Belsavis enters an ice age. (Approximate date),Post-Manderon period,0,-5000,4
5000 BBY,5000 BBY,"The Unification Wars come to an end, with the Koros system united under Empress Teta's rule.[1]",Post-Manderon period,0,-5000,5
5000 BBY,5000 BBY,The Dark Reaper is constructed. (Approximate date),Post-Manderon period,0,-5000,6
5000 BBY,5000 BBY,"Sadow instigates the Great Hyperspace War in hopes of conquering the Republic, invading major Republic worlds such as Coruscant and the Koros system along the Daragon Trail hyperlane.[1]",Post-Manderon period,0,-5000,7
5000 BBY,5000 BBY,"King Adas's holocron is lost on the planet Ashas Ree following the death of its owner, Lord Garu.[50]",Post-Manderon period,0,-5000,8
5000 BBY,5000 BBY,"Sadow escapes after destroying Kressh's fleet just ahead of a Republic fleet pursuing him, and ultimately finds refuge on the moon of Yavin 4.[1]",Post-Manderon period,0,-5000,9
5000 BBY,5000 BBY,"The Sith starship Omen crashes on the remote planet Kesh, stranding its crew as the Lost Tribe of Sith, while its sister ship Harbinger is thrown into the future and arrives around 41 ABY.[51]",Post-Manderon period,0,-5000,10
5000 BBY,5000 BBY,Supreme Chancellor Pultimo orders an invasion of the Stygian Caldera to wipe out the remains of the Sith Empire.[1],Post-Manderon period,0,-5000,11
5000 BBY,5000 BBY,"A supernova occurs in the Moddell sector, forming the Din Pulsar. (Approximate date)[1]",Post-Manderon period,0,-5000,12
5000 BBY,5000 BBY,Duros scouts discover the planet Adnerem. (Approximate date)[52],Post-Manderon period,0,-5000,13
5000 BBY,5000 BBY,"Csilla undergoes an ice age, blanketing its surface with glaciers and forcing the Chiss species to move underground. (Approximate date)[18]",Post-Manderon period,0,-5000,14
5000 BBY,5000 BBY,"The symbol of the Academy of Carida is carved into the moon of Carida, earning it the name of the Mascot Moon. (Approximate date)[53]",Post-Manderon period,0,-5000,15
5000 BBY,5000 BBY,The Star Cabal is founded. (Approximate date),Post-Manderon period,0,-5000,16
4999 BBY,4999 BBY,"Vitiate calls the remaining Sith Lords of the Empire to his homeworld of Nathema, where he binds their wills to his own and conducts a powerful ritual of Sith magic. The Ritual of Nathema strips the Force from the entire planet, killing everyone on the world except Vitiate; Vitiate is made immortal and immensely powerful, becoming the Sith Emperor.[48]",Post-Manderon period,0,-4999,0
4999 BBY,4999 BBY,"Blaming Nathema's destruction on the Jedi, the Sith Emperor gathers the remains of the Empire and embarks on a length exodus from Sith Space.[48]",Post-Manderon period,0,-4999,1
4985 BBY,4985 BBY,"Ravilan Wroth poisons a Keshiri village with cyanogen silicate in an attempt to encourage the Lost Tribe to escape from Kesh, but Seelah Korsin poisons more villages and frames Wroth for the massacre. Wroth and the fifty-seven remaining pureblood Sith are executed as a result.[54]",Post-Manderon period,0,-4985,0
4980 BBY,4980 BBY,"The Sith exiles arrive on the planet Dromund Kaas, where the Sith Emperor establishes a reconstituted Sith Empire.[48]",Post-Manderon period,0,-4980,0
4975 BBY,4975 BBY,"Yaru Korsin dies following an uprising led by his wife Seelah, and his daughter Nida succeeds him as Grand Lord.[55]",Post-Manderon period,0,-4975,0
4975 BBY,4975 BBY,The Skyborn Rangers are founded.,Post-Manderon period,0,-4975,1
4960 BBY,4960 BBY,Nida Korsin bears a son named Donellan.[56],Post-Manderon period,0,-4960,0
4904 BBY,4904 BBY,Grand Moff Odile Vaiken's final campaign against alien species ends with his death.[57],Post-Manderon period,0,-4904,0
4896 BBY,4896 BBY,Nida Korsin's seventy-nine-year reign as Grand Lord of the Lost Tribe of Sith ends with her death.[58],Post-Manderon period,0,-4896,0
4800 BBY,4800 BBY,"The Gank Massacres begin: with the discovery of the spice ryll, the newly-discovered Porporite species is whipped into a homicidal frenzy by the spice, prompting various factions to hire mercenaries from the Gank species to protect them. The Gank exterminated the Porporites and went on a violent rampage of their own.[9]",Post-Manderon period,0,-4800,0
4789 BBY,4789 BBY,Master Jumper Barkin leads a group of Republic rocket-jumpers on a combat mission during the Gank Massacres.[41],Post-Manderon period,0,-4789,0
4775 BBY,4775 BBY,"The Gank Massacres are brought to an end by Jedi Knights and the Juggernaut war droids, droids commissioned by Chancellor Vocatara to assist the Republic against the Ganks.[41]",Post-Manderon period,0,-4775,0
4645 BBY,4645 BBY,"The Sith Lord Darth Drear establishes a Sith academy on Odacer-Faustin, under which he builds a secret temple to store his holocron.[59]",Post-Manderon period,0,-4645,0
4606 BBY,4606 BBY,"The Sith Lord Kel'eth Ur is killed for his heretical light side teachings by the Sith Emperor, and his body is entombed in the Dark Temple on Dromund Kaas.[60]",Post-Manderon period,0,-4606,0
4600 BBY,4600 BBY,"Roughly around this time, a group of Jedi including the Duinuogwuin Willm Lywin establish the Teyan Praxeum on the planet Teya IV.[61]",Post-Manderon period,0,-4600,0
4598 BBY,4598 BBY,The core of the Black Codex is created.[28],Post-Manderon period,0,-4598,0
4500 BBY,4500 BBY,"The Barabel War, a millennia-long conflict among the Barabel species, erupts due to disputes over hunting grounds on their homeworld of Barab I.[12]",Post-Manderon period,0,-4500,0
4500 BBY,4500 BBY,"An independent scout vessel drops out of hyperspace too close to the gravity well of the planet Iol, causing the pilot to crash on the planet and inadvertently uncovering a large vein of ore used in the creation of durasteel. The pilot names the planet Iol and submits a claim to the world, but Tangan Industries intercepts and modifies his claim to give the company rights to the world.[18]",Post-Manderon period,0,-4500,1
4500 BBY,4500 BBY,"The Altiri and Anarrians come into contact with each other, sparking a global conflict that lasts for almost six hundred years.[18]",Post-Manderon period,0,-4500,2
4500 BBY,4500 BBY,"By this time, Republic scouts had discovered the star systems of the future Corporate Sector.[1]",Post-Manderon period,0,-4500,3
