event,era,sub-era,sub-sub-era,year-cleaned,start,end,start+deprecated,end,yearcode,year-3,year-2,year,order-code,y-key
"By this point, the Middle Era of the Old Republic has occured.[62] Bith operas existed at that time.[63]",The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Pre-Dark Age,1000 BBY,-1000,-1000,-5000,-1000,1,c. 5000 – c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,72,1
The Jedi-Sith War[64] ends with the Jedi Order and[62] the Galactic Republic[12] victorious.[62],The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,73,2
"By this point, Coruscant and the Jedi Temple are occupied by the Sith as part of the war.[62]",The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,74,3
"By this point, Mandalorians of House Vizsla have snuck into the Jedi Temple and liberated the Darksaber.[43]      A Mandalorian mural depicts the slaying of a Jedi",The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,75,0
"By this point, Coruscant and the Jedi Temple are liberated by the Jedi and remnants of[62] the Galactic Republic.[12]",The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,76,1
"The Brotherhood of Darkness,[65] an army of the Sith in which Darth Bane served in,[66] are defeated by the Jedi's Army of Light[65] as a result of infighting amongst themselves.[67] The Sith, who once numbered thousands,[68] are driven into hiding[9] and are eventually thought extinct.[69]",The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,77,2
"The sole Sith survivor, Darth Bane,[47] creates the Great Plan—a plot to destroy the Jedi and the Republic from within for the coming of Sith rule over the galaxy[70]—and establishes the[71] Rule of Two,[25] a lineage of Sith who would operate in the shadows, preserving the Sith's vendetta against the Jedi whilst preparing for their own return. Centuries before the Clone Wars, the Rule of Two is revealed to the Jedi Order, though still they presume the Sith's eradication and believe that Bane's plan is ruined with his defeat[71] allegedly at the hands of his apprentice, Darth Zannah, in a duel on the Inner Rim planet Ambria. This pattern is repeated by nearly all Sith thereafter.[72]",The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,78,3
The Sith Lord becomes the last of his kind to be laid to rest on Moraband's Valley of the Dark Lords.[71],The Old Republic (c. 25 millennia – c. 1000 BBY),Fall of the Old Republic (c. 5000 – c. 1000 BBY),Dark Age (c. 1000 BBY),1032 BBY,-1032,-1032,-1000,,1,c. 1000 BBY,c. 5000 – c. 1000 BBY,c. 25 millennia – c. 1000 BBY,79,4
"Founding of the modern Galactic Republic; with the Republic's definitive victory, its capital resettles on Coruscant, and the time before this rebirth is forgotten as a dark age, the ""Old Republic."" Official calendars begin anew,[62] and the Old Republic military is disbanded.[9] By this point,[73] the Galactic Senate, newly-founded by several star systems,[74] elects Tarsus Valorum[64] as the first Supreme Chancellor.[9]      Emblem of the Galactic Republic       Great Galactic Seal, of the Galactic Senate  ",Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,80,5
"Around this time, Coruscant Jedi Temple begins serving as the Jedi Order's operational and spiritual headquarters.[75]",Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,81,6
The Yavin Code is established at the Yavin Convention.[76],Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,82,7
The Bardottan Royal Palace is constructed. (Approximate date)[77],Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,83,8
"The construction of the Royal Palace of Alderaan begins.[78] After the initial buildingwork, additional chambers are added every few decades.[79]",Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,84,9
What will be remembered as the most unpredictable and thrilling instance of the Dragon Void race until the race involving Han Solo occurs.[80],Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,85,10
"The Anchorite sect, a group on Jakku in servitude to the light side of the Force that believed that suffering was the basis of life, binds itself to the Jedi Order.[81]",Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,86,11
Auratera is concealed from official charts and isolated from the galaxy at large by the Jedi and its populace to prevent future Sith or other dark side Force users from accessing the planet's Acablas vergence.[6],Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,87,12
The Ithorian population of Auratera continues restoring the world to its natural state following the Sith Wars.[6],Republic Era (c. 1000–19 BBY),Rise of the Republic (c. 1000 BBY),,1032 BBY,-1032,-1032,-1000,,2,c. 1000 BBY,c. 1000 BBY,c. 1000–19 BBY,88,13
Maz Kanata is born.[82][83],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,973 BBY,-973,-973,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,89,14
The Dai Bendu Monastery[84] is constructed on Mount Izukika of the planet Kijimi.[85],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,965 BBY,-965,-965,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,90,15
Yoda is born.[86],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,896 BBY,-896,-896,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,91,0
Naboo joins the Galactic Republic.[87],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,867 BBY,-867,-867,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,92,0
"Theed is founded, and the Theed Royal Palace is constructed in the same year under the direction of King Jafan.[6]",Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,832 BBY,-832,-832,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,93,0
Yoda begins to train Jedi in the ways of the Force.[88],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,797 BBY,-797,-797,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,94,0
The Antarian Rangers are founded to assist the Jedi Order as a security force on Antar IV.[89],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,620 BBY,-620,-620,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,95,0
Jabba Desilijic Tiure is born[90] on Nal Hutta.[91],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,600 BBY,-600,-600,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,96,0
The Citadel is built on Lola Sayu to imprison rogue Jedi.[92],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,522 BBY,-522,-522,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,97,0
The planet Jelucan is colonized by off-worlders exiled from another world for not breaking allegiance to their king.[93],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,511 BBY,-511,-511,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,98,0
Yaddle is born.[94],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,509 BBY,-509,-509,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,99,0
The armor that will become Sabine Wren's is forged.[95][96],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,501 BBY,-501,-501,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,100,0
Thomas Toov is born.[97],Republic Era (c. 1000–19 BBY),c. 1000 – c. 300 BBY,,400 BBY,-400,-400,-1000,-300,2,c. 1000 – c. 300 BBY,c. 1000 – c. 300 BBY,c. 1000–19 BBY,101,0
The Jafan family leads a people to colonize what became known as the planet Jafan in the Chommell sector. The planet is ruled by the Jafan family until at least 32 BBY.[99],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,332 BBY,-332,-332,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,102,0
The Aionomica forgery scandal occurs.[100],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,319 BBY,-319,-319,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,103,0
"Mustafar comes into the possession of the Techno Union.[101] The Union charges the native Mustafarians rent[31] whilst providing the technology for them to mine their mineral-rich world.[102] The natives' labor serves to pay their rent, and the planet becomes known for its mining activities.[31]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,319 BBY,-319,-319,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,104,1
Faddaff Davenspon is born.[103],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,265 BBY,-265,-265,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,105,0
Vernestra Rwoh is born.[104],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,248 BBY,-248,-248,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,106,0
Avon Starros is born.[105],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,244 BBY,-244,-244,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,107,0
"Around this point, sentients begin to attempt mass-produce bacta—a ""miracle"" substance intended to replace juvan—in the hopes of revolutionizing medicine.[107]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,108,0
"At this point, the Outer Rim contains few well-mapped hyperspace lanes that allows those seeking adventure, as well as those seeking to evade the Republic's laws, to do so.[39]      With the breakdown of hyperspace throught the galaxy, Knights of the Jedi Order gathered at Starlight Beacon and were tasked to protect those stranded in the darkness of space.",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,109,1
"As part of the Coruscant-based Republic Chancellor Lina Soh's pledge to maintain the Republic's hold on[39] the hard-to-navigate Outer Rim,[108] outreach programs are established in the Rim.[39]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,110,2
"In the Galactic Frontier,[109] where order and justice is maintained by Knights of the Jedi Order who, at independently-operated outposts[39] such as the Jedi Temple outpost on Caragon-Viner,[110] work closely with the Republic without direct assistance from the Coruscant Jedi Temple, the Starlight Beacon space station is constructed as part of the series of outreach programs.[39] Launched in 232 BBY,[11] it is placed in the center of dark zones in the Rim to guide travelers.[108]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,111,3
"Alongside legendary Jedi such as Master Avar Kriss,[111] who was known as the Hero of Hetzal,[112] young Jedi Knights such as the newly-minted Keeve Trennis are stationed at the Beacon, where the Jedi Order established a base of operations.[111]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,112,4
"The Great Disaster occurs. In hyperspace, the Legacy Run, a Kaniff Yards Class A modular freight transport of the Byrne Guild, encounters an obstacle and is destroyed.[39] Starships across the galaxy are abruptly knocked out of hyperspace[113] by missiles of debris from the Legacy Run,[39] which also threaten to destroy space stations, moons, as well as planets.[107] The Republic turns to the Jedi for help in saving lives and ending the crisis,[39] and Jedi activity sees a significant increase.[114]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,113,5
"The San Tekka clan, having risen from a family of hyperspace prospectors in the outer reaches of the galaxy to a dynasty privy to leading technology that allows Chancellor Soh's Republic to continue expanding safely to new areas, operates alongside the galactic government as it responds to the Great Disaster.[112]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,114,6
A Jedi team including Padawan Reath Silas is left stranded as a result of the Great Disaster. They take refuge in a seemingly abandoned space station.[115],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,115,7
"Shortly after becoming a Jedi Knight, Vernestra Rwoh is stranded on a jungle moon with several other individuals when their transport ship is knocked out of hyperspace.[113]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,116,8
"Padawan Klias Teradine discovers the forbidden Bogan Collection and is exiled from the Jedi Order.[33]      Jedi glory was at its peak in the High Republic Era, although dark forces rising in the new frontier of the Outer Rim threatened the Force itself.",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,117,9
"Along with the Storms, the Starros clan becomes active during the time of the High Republic. The Blade of Bardotta and the twins also rise to prominence in this period.[116]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,118,10
"The Jedi outpost on Elphrona, located on the edge of the Unknown Regions in the Outer Rim, is constructed.[114]",Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,119,11
The Nihil raiders torch the paradise planet Nelgenam.[117],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,232 BBY,-232,-232,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,120,12
Chewbacca is born on Kashyyyk.[118],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,200 BBY,-200,-200,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,121,0
B'ankora homeworld cataclysm. Republic Chancellor Chasen Piian grants the B'ankora survivors sanctuary on Coruscant.[120],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,131 BBY,-131,-131,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,122,0
Dooku is born[121] on Serenno.[122],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,102 BBY,-102,-102,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,123,0
The last reported sighting of a Loth-wolf on Lothal occurs.[123],Republic Era (c. 1000–19 BBY),High Republic Era (c. 300 – c. 100 BBY),,101 BBY,-101,-101,-300,-100,2,c. 300 – c. 100 BBY,c. 300 – c. 100 BBY,c. 1000–19 BBY,124,0
"By around this point, Jedi Master Trennis had left the Jedi Order and became known as a member of the Lost Twenty.[33]",Republic Era (c. 1000–19 BBY),c. 100 – 32 BBY,,88 BBY,-88,-88,-100,-32,2,c. 100 – 32 BBY,c. 100 – 32 BBY,c. 1000–19 BBY,125,0
Sheev Palpatine is born on Naboo.[125],Republic Era (c. 1000–19 BBY),c. 100 – 32 BBY,,84 BBY,-84,-84,-100,-32,2,c. 100 – 32 BBY,c. 100 – 32 BBY,c. 1000–19 BBY,126,0
Qui-Gon Jinn is born on Coruscant.[126],Republic Era (c. 1000–19 BBY),c. 100 – 32 BBY,,80 BBY,-80,-80,-100,-32,2,c. 100 – 32 BBY,c. 100 – 32 BBY,c. 1000–19 BBY,127,0
